1.1e-005	7.7135e-012
0.011011	7.72365e-006
0.022011	3.08006e-005
0.033011	6.90435e-005
0.044011	0.000122146
0.055011	0.00018969
0.066011	0.000271157
0.077011	0.000365944
0.088011	0.000473371
0.099011	0.000592701
0.110011	0.000723157
0.121011	0.000863929
0.132011	0.0010142
0.143011	0.00117313
0.154011	0.00133993
0.165011	0.00151378
0.176011	0.00169392
0.187011	0.00187962
0.198011	0.00207016
0.209011	0.0022649
0.220011	0.00246321
0.231011	0.00266452
0.242011	0.0028683
0.253011	0.00307406
0.264011	0.00328135
0.275011	0.00348976
0.286011	0.00369893
0.297011	0.00390851
0.308011	0.00411822
0.319011	0.00432778
0.330011	0.00453695
0.341011	0.00474551
0.352011	0.00495328
0.363011	0.00516009
0.374011	0.00536579
0.385011	0.00557026
0.396011	0.00577338
0.407011	0.00597506
0.418011	0.00617521
0.429011	0.00637377
0.440011	0.00657067
0.451011	0.00676587
0.462011	0.00695932
0.473011	0.00715099
0.484011	0.00734087
0.495011	0.00752892
0.506011	0.00771514
0.517011	0.00789951
0.528011	0.00808204
0.539011	0.00826272
0.550011	0.00844156
0.561011	0.00861855
0.572011	0.00879372
0.583011	0.00896707
0.594011	0.00913862
0.605011	0.00930837
0.616011	0.00947635
0.627011	0.00964258
0.638011	0.00980707
0.649011	0.00996984
0.660011	0.0101309
0.671011	0.0102903
0.682011	0.0104481
0.693011	0.0106042
0.704011	0.0107587
0.715011	0.0109116
0.726011	0.0110629
0.737011	0.0112127
0.748011	0.011361
0.759011	0.0115078
0.770011	0.0116531
0.781011	0.011797
0.792011	0.0119394
0.803011	0.0120805
0.814011	0.0122201
0.825011	0.0123584
0.836011	0.0124953
0.847011	0.0126309
0.858011	0.0127652
0.869011	0.0128983
0.880011	0.01303
0.891011	0.0131606
0.902011	0.0132899
0.913011	0.013418
0.924011	0.0135449
0.935011	0.0136707
0.946011	0.0137953
0.957011	0.0139188
0.968011	0.0140412
0.979011	0.0141625
0.990011	0.0142828
1.00101	0.0144019
1.01201	0.0145201
1.02301	0.0146372
1.03401	0.0147533
1.04501	0.0148684
1.05601	0.0149825
1.06701	0.0150957
1.07801	0.0152079
1.08901	0.0153192
1.10001	0.0154296
1.11101	0.0155391
1.12201	0.0156476
1.13301	0.0157553
1.14401	0.0158622
1.15501	0.0159682
1.16601	0.0160733
1.17701	0.0161776
1.18801	0.0162811
1.19901	0.0163838
1.21001	0.0164857
1.22101	0.0165869
1.23201	0.0166872
1.24301	0.0167868
1.25401	0.0168857
1.26501	0.0169838
1.27601	0.0170812
1.28701	0.0171779
1.29801	0.0172739
1.30901	0.0173691
1.32001	0.0174637
1.33101	0.0175576
1.34201	0.0176509
1.35301	0.0177435
1.36401	0.0178354
1.37501	0.0179267
1.38601	0.0180174
1.39701	0.0181074
1.40801	0.0181969
1.41901	0.0182857
1.43001	0.0183739
1.44101	0.0184615
1.45201	0.0185486
1.46301	0.018635
1.47401	0.0187209
1.48501	0.0188063
1.49601	0.018891
1.50701	0.0189753
1.51801	0.0190589
1.52901	0.0191421
1.54001	0.0192247
1.55101	0.0193068
1.56201	0.0193884
1.57301	0.0194695
1.58401	0.0195501
1.59501	0.0196302
1.60601	0.0197098
1.61701	0.0197889
1.62801	0.0198675
1.63901	0.0199456
1.65001	0.0200233
1.66101	0.0201005
1.67201	0.0201773
1.68301	0.0202536
1.69401	0.0203295
1.70501	0.0204049
1.71601	0.0204799
1.72701	0.0205545
1.73801	0.0206286
1.74901	0.0207023
1.76001	0.0207756
1.77101	0.0208485
1.78201	0.020921
1.79301	0.020993
1.80401	0.0210647
1.81501	0.021136
1.82601	0.0212069
1.83701	0.0212774
1.84801	0.0213475
1.85901	0.0214172
1.87001	0.0214866
1.88101	0.0215556
1.89201	0.0216242
1.90301	0.0216925
1.91401	0.0217604
1.92501	0.021828
1.93601	0.0218952
1.94701	0.021962
1.95801	0.0220286
1.96901	0.0220947
1.98001	0.0221606
1.99101	0.0222261
2.00201	0.0222912
2.01301	0.0223561
2.02401	0.0224206
2.03501	0.0224848
2.04601	0.0225487
2.05701	0.0226123
2.06801	0.0226755
2.07901	0.0227385
2.09001	0.0228011
2.10101	0.0228635
2.11201	0.0229255
2.12301	0.0229873
2.13401	0.0230487
2.14501	0.0231099
2.15601	0.0231708
2.16701	0.0232314
2.17801	0.0232917
2.18901	0.0233517
